record_id,player_id,player_name,season_t,season_t1,pentagon_area_t,pentagon_area_t1,delta_area,war_t,wrc_t,ops_t,delta_war,delta_wrc,delta_ops,vec_t_power,vec_t_contact,vec_t_discipline,vec_t_defense,vec_t_speed,delta_vec_power,delta_vec_contact,delta_vec_discipline,delta_vec_defense,delta_vec_speed,is_elite,is_strength_up,is_weakness_up,is_decliner,stratum
Aaron Judge__2021_2022,Aaron Judge,Aaron Judge,2021,2022,6062.13915790373,7794.737701672888,1732.598543769158,5.5,150,0.916,5.6,56,0.1949999999999999,64.31789113226536,55.58196493488981,49.88601615539669,42.55797063927603,40.02302665146456,15.68210886773464,1.9795229469665256,7.4522598728544835,4.168686102777613,5.800978953460444,True,True,True,False,elite
Nicky Lopez__2021_2022,Nicky Lopez,Nicky Lopez,2021,2022,7155.21323149893,5195.590706583935,-1959.622524914996,5.5,104,0.744,-4.6,-49,-0.1899999999999999,30.431959441947896,63.25275757720191,48.18595348622495,70.96975188675265,65.62342785316669,-3.885188162540363,-5.574927286819055,-6.971230622778748,-14.132991191884798,-9.556152810105928,True,False,False,False,elite
Tyler O'Neill__2021_2022,Tyler O'Neill,Tyler O'Neill,2021,2022,5949.272432419012,5245.366974220318,-703.9054581986939,5.3,143,0.912,-3.8,-44,-0.212,59.568592163179645,46.82047282022473,37.575276493496176,52.34384746226282,53.5750455054778,-12.80298980083763,-0.7603876166811929,8.146083149849616,-5.673042604734725,-3.949844950903113,True,False,True,False,elite
Jose Altuve__2021_2022,Jose Altuve,Jose Altuve,2021,2022,5646.76134038069,6158.887733843247,512.1263934625567,5.3,128,0.839,1.6000000000000003,36,0.082,43.33806118788758,62.27981975929167,45.93753117796835,48.54264669736295,44.45672463613744,2.955011562924774,2.076572933785755,5.852720560544114,-2.5050568676475464,1.6285969439734984,False,True,True,False,strength_up
Starling Marte__2021_2022,Starling Marte,Starling Marte,2021,2022,6655.982024749683,4994.712433594636,-1661.2695911550472,5.2,132,0.841,-1.7000000000000002,1,-0.027,43.372267821395184,58.72251748035277,40.49611999167147,46.493472434965135,80.0,1.7299789094697573,-0.6771343513535228,-3.590565634081564,-2.315159848329806,-33.93282064070908,True,False,True,False,elite
Austin Riley__2021_2022,Austin Riley,Austin Riley,2021,2022,4506.407494910554,5078.198514387053,571.7910194764991,5.1,136,0.898,0.8000000000000007,8,-0.02,53.26289250410188,54.20745715698719,37.926178341685045,41.36563327575857,31.32952178554001,7.859967314225571,-1.3726956832025865,1.777869486461512,-0.4437407080559055,5.195016004067,False,False,True,False,weakness_up
Shohei Ohtani__2021_2022,Shohei Ohtani,Shohei Ohtani,2021,2022,5955.411668101733,5242.792933372055,-712.6187347296782,5.0,150,0.965,-1.4,-8,-0.0899999999999999,68.00420753736421,45.36400492121956,50.03531648380714,38.20526315607385,49.50050858282125,-5.820312398429728,7.903923750577007,-4.674416456195743,-0.5429238184430858,-13.564137329126346,True,False,False,False,elite
Matt Olson__2021_2022,Matt Olson,Matt Olson,2021,2022,5758.007875080552,4899.529090103921,-858.4787849766308,5.0,147,0.911,-1.9,-26,-0.1089999999999999,55.972934885394864,56.7377591437717,51.96116376631934,39.12094209349854,41.55837461953981,2.427170839150911,-8.12544381747498,-7.207611752412419,3.435128853753426,-8.036245023490828,False,False,True,False,weakness_up
Kyle Tucker__2021_2022,Kyle Tucker,Kyle Tucker,2021,2022,5991.420001527716,6420.522223719202,429.1022221914864,4.9,146,0.917,0.0,-16,-0.1089999999999999,52.78031838838011,62.285254906911454,42.83827675030694,43.07056093619156,50.06533539274835,-2.64604988731098,-4.418621562160418,2.648968319395003,10.121331139214924,3.638638790187599,True,False,True,False,elite
Bo Bichette__2021_2022,Bo Bichette,Bo Bichette,2021,2022,5638.526184330319,4700.642992388859,-937.8831919414596,4.9,122,0.828,-0.1000000000000005,7,-0.0259999999999999,51.22078233542544,58.93853471047646,28.81751657078236,42.966993906106815,62.66049252645959,0.8442904289865467,-1.3643045340588813,4.138142544494855,-1.5732154158721912,-23.86336862485399,False,False,True,False,weakness_up
Paul Goldschmidt__2021_2022,Paul Goldschmidt,Paul Goldschmidt,2021,2022,6135.271438644671,5942.72554806972,-192.54589057495195,4.8,136,0.879,2.0,39,0.1019999999999999,53.44183084927253,59.0294959161009,47.340890988204144,44.50507640116287,49.47526374188941,3.852564429456813,-0.3949777088537587,5.840877327931516,-8.543778538488084,-5.436120712365522,True,False,False,False,elite
Freddie Freeman__2021_2022,Freddie Freeman,Freddie Freeman,2021,2022,6030.44103455815,6539.076514750256,508.6354801921061,4.7,136,0.896,2.1,21,0.022,51.722271678501,63.60768932089271,48.66656245421505,41.10221657571485,46.27826777902248,0.0749243421153167,4.366843752458159,2.158176762196369,2.217617466432735,1.8076162251143089,True,True,True,False,elite
Will Smith__2021_2022,Will Smith,Will Smith,2021,2022,5721.317454241776,5390.871222153492,-330.446232088284,4.6,130,0.86,-0.2999999999999998,-3,-0.0529999999999999,48.09764624803576,55.001550001985294,51.86750608383692,52.49776250590016,37.87779242232364,-0.0335721859765811,4.27040178209095,-0.2245676077012817,-5.21291622487977,-6.573429102080159,False,False,False,False,baseline
J.T. Realmuto__2021_2022,J.T. Realmuto,J.T. Realmuto,2021,2022,6004.088536000357,6840.552464185521,836.4639281851641,4.6,109,0.782,2.1000000000000005,20,0.0379999999999999,45.30557291579528,50.875864011701935,40.4100468454769,61.82795488046455,53.82831989260155,5.6293055231670905,4.733679963082956,-0.3796261922221902,0.7017015665589383,6.309746807735884,True,True,False,False,elite
Max Muncy__2021_2022,Max Muncy,Max Muncy,2021,2022,6244.034945287296,5231.568179770859,-1012.4667655164368,4.5,139,0.895,-2.5,-33,-0.182,55.67104314863175,55.20853923148533,59.80773745128741,45.772435096447786,39.60602734826089,-7.063460083074666,-10.24785472520186,1.421094868875528,-4.120426766478836,-0.6853063311923933,True,False,False,False,elite
Brandon Lowe__2021_2022,Brandon Lowe,Brandon Lowe,2021,2022,4747.336888791127,4355.470167744059,-391.8667210470685,4.5,136,0.863,-3.9,-33,-0.172,53.01015446097869,44.183936446070376,40.89109691559129,37.07888938268668,47.932215084756336,-8.08170778984315,-1.1394914388967976,1.1687591828901915,4.23178109183322,-5.291001309063219,False,False,True,False,weakness_up
Manny Machado__2021_2022,Manny Machado,Manny Machado,2021,2022,5819.663062620701,5994.757618100823,175.09455548012193,4.5,123,0.836,2.6,29,0.062,55.66484758049399,59.35895627345485,44.92913241542734,48.56344763547538,39.19515807584985,-0.6923512612000096,-2.6053221848102908,-1.835373253681141,4.060503445659876,5.166363322594471,False,False,True,False,weakness_up
Ronald Acuna Jr.__2021_2022,Ronald Acuna Jr.,Ronald Acuna Jr.,2021,2022,7071.600633573586,5716.699726216557,-1354.9009073570287,4.4,157,0.99,-2.0000000000000004,-42,-0.2259999999999999,63.19552689358635,55.12910642144796,52.816044928736815,49.79426375990218,51.73468742040628,-11.759977017543193,-0.7363223976691557,-6.610784294746274,-10.21013717651796,1.900278171928072,True,False,False,False,elite
Joey Gallo__2021_2022,Joey Gallo,Joey Gallo,2021,2022,5924.140383363729,4041.47060466119,-1882.669778702539,4.4,123,0.808,-4.4,-39,-0.17,56.38222345298087,34.238206782093954,58.54455782326642,54.48603248353444,48.10459064141268,-4.224422624162848,-6.685393232778424,-11.143734782608805,-11.782589802884884,-8.767041671433212,True,False,False,False,elite
Nolan Arenado__2021_2022,Nolan Arenado,Nolan Arenado,2021,2022,5567.453134941571,5976.145606414667,408.6924714730958,4.3,112,0.807,2.9000000000000004,37,0.0839999999999999,45.596309621858815,58.22400867007927,42.59916622314368,54.29257780989143,42.64759299735843,4.127979081435072,4.504203548777447,2.50291546961136,3.4070319991871045,-5.256271721432228,False,False,True,False,weakness_up
Tim Anderson__2021_2022,Tim Anderson,Tim Anderson,2021,2022,5069.456494677524,4826.23218557022,-243.22430910730327,4.3,118,0.806,-2.1,-8,-0.072,45.16651720870522,55.54570126381663,27.26531752995455,49.68401283870891,55.69559347650763,-5.060728129088119,4.696539492087176,2.1327974935402203,-4.758925476636904,-1.1105057868940875,False,False,True,False,weakness_up
Rafael Devers__2021_2022,Rafael Devers,Rafael Devers,2021,2022,4828.720938246456,5176.0317682318055,347.3108299853493,4.2,133,0.89,0.7999999999999998,7,-0.011,57.83315419497072,53.99530914460779,38.16953058843254,35.79860056566217,38.49468486644378,-1.2493483972665302,1.9714801344335344,-1.1009464952500423,9.587940254067275,0.3496018043638713,False,False,True,False,weakness_up
Javier Baez__2021_2022,Javier Baez,Javier Baez,2021,2022,4704.098628236121,4089.7094615913616,-614.3891666447594,4.2,117,0.813,-2.2,-28,-0.1419999999999999,54.57397324650857,37.47979470356347,25.851520862811995,49.58431818872659,53.72786834323392,-11.008873009116314,3.995790530790828,1.1714436058229154,-2.3279030078982714,-5.328981018844551,False,False,True,False,weakness_up
Byron Buxton__2021_2022,Byron Buxton,Byron Buxton,2021,2022,6093.003411342873,5845.253305137511,-247.7501062053616,4.1,171,1.005,-0.6999999999999997,-36,-0.1719999999999999,61.538943340398745,52.7005795603152,34.300445563397254,52.27950845787429,52.44425635894521,-0.876724577054425,-9.62114176075211,8.953799868949908,-3.0687712780852223,-0.6854784636354339,True,False,True,False,elite
Xander Bogaerts__2021_2022,Xander Bogaerts,Xander Bogaerts,2021,2022,5283.905518548435,5939.9642602534295,656.0587417049946,4.1,129,0.863,1.9000000000000004,4,-0.03,48.133267687375096,59.47338135637909,45.147843586561,39.5641340806588,43.07625517954191,-3.360359848951184,-1.135673614508022,0.7453309774232295,12.60778569183494,6.515969033903559,False,False,True,False,weakness_up
Teoscar Hernandez__2021_2022,Teoscar Hernandez,Teoscar Hernandez,2021,2022,5013.832798093774,4880.626491596617,-133.20630649715713,4.0,132,0.87,-1.0,-2,-0.0629999999999999,55.49043219621692,51.22502142035972,34.929613353726324,43.9587550443953,44.00720212784242,2.671789795885097,-4.264209364717857,3.593995447093967,-1.9590176575371745,-3.021959652797761,False,False,True,False,weakness_up
Justin Turner__2021_2022,Justin Turner,Justin Turner,2021,2022,5341.976033841871,4740.684757097009,-601.2912767448615,4.0,126,0.832,-1.7000000000000002,-3,-0.0439999999999999,45.91165148514408,61.315927927724914,48.81025551630182,46.054278884075295,34.5550710916023,-2.2509661571217023,-1.748891741566716,-2.7283150418619044,-4.874156476638312,-2.42501760845699,False,False,False,False,baseline
Jorge Polanco__2021_2022,Jorge Polanco,Jorge Polanco,2021,2022,4985.729025757639,4916.841720863844,-68.88730489379486,4.0,124,0.826,-2.3,-6,-0.0749999999999999,47.15341416555804,57.82247901587873,38.94141174501636,40.72274038432422,44.61499500684271,-2.0450672640414496,-5.6271036385007775,16.30240411952964,-2.8074498289772336,-8.393472789633634,False,False,True,False,weakness_up
Mookie Betts__2021_2022,Mookie Betts,Mookie Betts,2021,2022,5928.739478317859,6587.103656447527,658.3641781296683,3.9,131,0.854,2.1,13,0.019,45.50587139314614,60.63660119876609,56.704207668552186,45.30931749212997,40.75078730855336,7.193456212405955,0.1121132551060313,-7.49074350954362,3.506415232545997,11.05156504923751,True,True,True,False,elite
Randy Arozarena__2021_2022,Randy Arozarena,Randy Arozarena,2021,2022,4959.304456818603,4509.771354144651,-449.5331026739522,3.9,127,0.815,-1.1999999999999995,-3,-0.0419999999999999,46.608477298654535,45.3920575463433,44.69562503932357,45.31244060744551,46.33650059373594,1.9005746038048412,4.059060760545648,-3.3470993466978385,-6.283472615452254,-7.19510288331734,False,False,False,False,baseline
Jeimer Candelario__2021_2022,Jeimer Candelario,Jeimer Candelario,2021,2022,4943.489251960009,3820.295210815261,-1123.1940411447476,3.9,119,0.795,-3.9,-39,-0.162,43.200949994106566,55.75595639942949,44.224745080855534,45.56798649111639,39.49634543728506,-2.302646429784204,-8.003172711287775,-8.319540199465905,-3.943398945480908,-4.697861145610979,False,False,False,False,baseline
Francisco Lindor__2021_2022,Francisco Lindor,Francisco Lindor,2021,2022,6082.122324316097,5904.197186353499,-177.92513796259755,3.9,101,0.734,2.5000000000000004,23,0.054,45.6783141041512,52.05275328212737,47.31348680204309,65.73672111171958,43.43696493469398,1.1076081801020905,4.403643389009943,-4.114624978293506,-9.043290886814916,3.7876472101157783,True,False,True,False,elite
Corey Seager__2021_2022,Corey Seager,Corey Seager,2021,2022,5241.362007365235,5455.804717175895,214.44270981066077,3.8,146,0.915,0.5,-29,-0.143,52.391527012618496,56.31175382624342,45.50028947342882,42.21890939884595,37.93192351983993,-0.9592400147215868,-2.527371015760877,-4.507813047925438,7.433097318421552,6.256717363187079,False,False,True,False,weakness_up
Nick Castellanos__2021_2022,Nick Castellanos,Nick Castellanos,2021,2022,4434.139739020921,3307.375849492957,-1126.7638895279642,3.7,140,0.939,-3.9,-45,-0.245,53.706003547894895,54.04700118782186,32.923100838969646,33.78197043785206,40.3530928577944,-13.935364895488206,-6.634650055711404,-3.21248770943523,-2.0947149590169403,-2.296496424199354,False,False,False,False,baseline
Jake Cronenworth__2021_2022,Jake Cronenworth,Jake Cronenworth,2021,2022,5588.537225857119,5492.267131676281,-96.270094180838,3.7,117,0.8,-0.1,-8,-0.078,42.84605286544434,63.51571242093616,48.94225128967028,45.36428715057188,41.96834170667815,-3.704720902191752,-8.274803356641662,3.185975874939068,1.3886154068123489,5.425566746530528,False,False,True,False,weakness_up
Ozzie Albies__2021_2022,Ozzie Albies,Ozzie Albies,2021,2022,5345.478899743038,4014.3039781891503,-1331.1749215538875,3.7,108,0.799,-2.6,-14,-0.096,46.44512875467752,52.327037467024745,32.876341028326415,44.77399006705078,61.59318190901866,-8.878247907242368,-0.5187547462032214,-0.7515946505225628,3.3410683114095576,-23.247989968765992,False,False,True,False,weakness_up
Yoan Moncada__2021_2022,Yoan Moncada,Yoan Moncada,2021,2022,5069.652025258916,4573.772379763216,-495.87964549570006,3.7,120,0.787,-2.9000000000000004,-44,-0.161,44.21456107244229,51.19503226334032,52.00656992739143,46.1900784444383,36.866069667135534,-1.703822071595873,-6.148100114680446,-10.235441775306114,3.3397920389036173,3.9065812516864113,False,False,True,False,weakness_up
Matt Chapman__2021_2022,Matt Chapman,Matt Chapman,2021,2022,5229.644667122789,5546.445733639451,316.8010665166621,3.7,101,0.716,0.1999999999999997,17,0.041,47.19478079387555,39.51636115805618,49.02288473708335,60.75879855987995,39.061271086234335,6.038564851196732,7.66688137935828,3.171752394608042,-12.980872120289987,2.474397496345553,False,False,True,False,weakness_up
Brandon Belt__2021_2022,Brandon Belt,Brandon Belt,2021,2022,5264.584034404741,4379.941764600996,-884.642269803745,3.6,159,0.975,-3.5,-62,-0.2989999999999999,55.61777110623843,50.0642367484226,49.00715484781407,43.11216281241644,37.681084427261936,-13.673792093795534,-6.679177085395381,0.9546274022604068,-3.298402142634238,1.877044935939395,False,False,True,False,weakness_up
Yasmani Grandal__2021_2022,Yasmani Grandal,Yasmani Grandal,2021,2022,6108.685829154561,4359.695413380039,-1748.9904157745225,3.6,157,0.939,-4.1,-89,-0.369,56.82874311267139,53.52098669694727,72.51876250190267,42.81470344821123,28.285145057061527,-19.66643908450699,-3.425752016108476,-18.08509953391102,1.7480164755183978,-1.9299795422783284,True,False,True,False,elite
Enrique Hernandez__2021_2022,Enrique Hernandez,Enrique Hernandez,2021,2022,5731.843467103885,4508.223433478472,-1223.6200336254133,3.6,109,0.786,-3.3000000000000003,-35,-0.157,45.762858178596105,53.71623150707821,48.37242253595432,51.87760674262947,45.96040914060208,-7.195007871134337,-3.1339573070237208,-3.5100342517241288,-7.664636507506216,-6.375604193388,False,False,False,False,baseline
Joey Votto__2021_2022,Joey Votto,Joey Votto,2021,2022,5634.203933481241,3899.8395213983545,-1734.3644120828862,3.5,140,0.938,-4.3,-48,-0.249,60.557482568134816,52.07150877462233,53.63511407044242,41.38049958754938,36.12663805982859,-14.615643251639028,-7.795860438566791,-5.408734636164233,-6.940501366369965,-6.632506206971343,False,False,False,False,baseline
Yordan Alvarez__2021_2022,Yordan Alvarez,Yordan Alvarez,2021,2022,5486.630982619269,6902.139810088106,1415.508827468837,3.5,137,0.877,2.9000000000000004,48,0.1419999999999999,58.8741685170852,56.217221145937856,43.987877335548525,38.63464970053963,41.59516950473562,11.456468661909971,7.13592983053816,12.17521323985396,3.2187262687795126,-4.599814645236442,False,False,True,False,weakness_up
Pete Alonso__2021_2022,Pete Alonso,Pete Alonso,2021,2022,4826.724532171272,4849.576676805158,22.852144633886383,3.5,131,0.863,0.2999999999999998,10,0.006,56.486602075755634,54.02383332631433,41.30550748235679,41.61480687263038,32.091401280183376,-0.0596680034400662,2.3174024997758167,2.06233141483164,-7.2653181844644195,1.9049750348734875,False,False,True,False,weakness_up
Jean Segura__2021_2022,Jean Segura,Jean Segura,2021,2022,5393.075581694381,5012.592567592125,-380.48301410225577,3.5,110,0.784,-1.4,-5,-0.061,41.05281891693849,62.11270184510199,40.590625037995984,51.8305079005604,44.85522894450557,-0.5179922320671224,-2.7261352176262648,-0.8032368057362618,-3.646979887838533,-1.4149941645312225,False,False,False,False,baseline
Luis Robert Jr.__2021_2022,Luis Robert Jr.,Luis Robert Jr.,2021,2022,4898.01371644209,4656.956347721929,-241.0573687201613,3.4,155,0.946,-1.2999999999999998,-44,-0.1999999999999999,53.08926705656057,55.78575113418594,26.825307611593736,48.36955530135493,44.79186642656824,-4.975270993255421,-1.7591411392111027,-1.0489558968730748,-3.011445581817547,4.763193120624841,False,False,True,False,weakness_up
Jonathan India__2021_2022,Jonathan India,Jonathan India,2021,2022,5130.900798100759,4153.618092342521,-977.282705758238,3.4,122,0.835,-3.2,-27,-0.13,44.13712181908036,54.45082289287631,52.404432433103615,38.124870914630186,42.97510088556268,-6.792898757220186,-0.8649390414350933,-6.273015309574284,-1.7170872820397065,-7.964712164592207,False,False,False,False,baseline
Josh Donaldson__2021_2022,Josh Donaldson,Josh Donaldson,2021,2022,5455.862880884535,4168.98209871141,-1286.8807821731252,3.4,126,0.827,-1.7999999999999998,-30,-0.1449999999999999,56.338116432399296,51.71317663516764,52.29419083656605,45.09031417931721,34.48327288506757,-10.481792744406263,-10.14082598949338,-8.122134979250568,4.96106756278634,-5.1478761569658005,False,False,False,False,baseline
Yuli Gurriel__2021_2022,Yuli Gurriel,Yuli Gurriel,2021,2022,5345.34018676533,4222.485428954315,-1122.8547578110156,3.3,133,0.846,-4.0,-48,-0.1989999999999999,40.84037957234295,68.28122231497422,51.76117332397144,39.27323255139412,36.01224149781753,-4.340418762703699,-8.170590036829836,-13.79529713807586,-5.710721825878586,8.650030638818592,False,False,True,False,weakness_up
Dansby Swanson__2021_2022,Dansby Swanson,Dansby Swanson,2021,2022,5147.828547120144,6038.217713701521,890.3891665813762,3.3,99,0.76,3.3,18,0.016,46.21497214903516,47.74241037498769,41.258543355050776,51.242584667567954,46.5341404111738,2.115867160555915,2.555429574583158,-1.118267365726048,12.833606920422897,3.960687162262389,False,False,False,False,baseline
Sean Murphy__2021_2022,Sean Murphy,Sean Murphy,2021,2022,4767.98157115102,5496.904787438612,728.9232162875924,3.3,100,0.71,1.9000000000000004,21,0.049,45.775030763257526,46.35888236258833,41.68850516544527,63.50583537215402,30.42188458368232,1.7343621066455768,6.99529715633691,1.4597031964730505,-3.3970059610417067,7.945458364718505,False,False,True,False,weakness_up
Jesse Winker__2021_2022,Jesse Winker,Jesse Winker,2021,2022,5170.472907444404,4510.302906301028,-660.1700011433759,3.2,148,0.949,-2.4000000000000004,-38,-0.261,53.341033100102,63.06478150086824,50.31527996764226,36.55293130355411,27.775837864478817,-14.087369986893016,-9.0562513430376,9.744299265928618,-1.1121343837823616,-1.1004370950844553,False,False,False,False,baseline
A.J. Pollock__2021_2022,A.J. Pollock,A.J. Pollock,2021,2022,5043.997957328296,4249.189795053867,-794.8081622744294,3.2,137,0.892,-2.6,-45,-0.2109999999999999,50.789450449567454,56.37361113520214,35.99027479990937,43.4846435083891,44.02095733007477,-7.043308771615351,-2.8212801304317026,-0.3560300755821828,-0.5757919249549559,-7.60417692999372,False,False,False,False,baseline
Brandon Nimmo__2021_2022,Brandon Nimmo,Brandon Nimmo,2021,2022,5529.111700575605,5743.000984164987,213.8892835893821,3.2,135,0.838,2.3,-3,-0.0379999999999999,41.53011672289561,58.26156405528066,56.21734807815015,46.23168032066317,37.981919687352764,3.572484429198397,1.5188334672877488,-4.19438688461382,-1.536227044989154,5.957814246265087,False,False,True,False,weakness_up
Ty France__2021_2022,Ty France,Ty France,2021,2022,4323.228543841819,4304.147588163283,-19.08095567853616,3.2,129,0.813,-0.6000000000000001,-2,-0.0389999999999999,42.17840704570684,60.87543436805117,38.829608522162445,36.88455938808879,34.5017647034646,0.9617821961582392,-1.2990276715792175,-1.816083897623045,1.4364973935343812,0.5778553383572387,False,False,True,False,weakness_up
Adam Frazier__2021_2022,Adam Frazier,Adam Frazier,2021,2022,4969.5565828074095,4760.079970276399,-209.4766125310107,3.2,113,0.779,-1.9,-31,-0.167,31.35255488763273,68.75398649361183,45.49642586208444,45.134289906070734,40.7060767823207,-3.588053146763013,-7.443274007702783,-0.8364589724242819,3.8404219858802193,3.3715675066312656,False,False,True,False,weakness_up
Willy Adames__2021_2022,Willy Adames,Willy Adames,2021,2022,4394.700476033671,5372.233865526251,977.5333894925798,3.1,120,0.818,1.3000000000000005,-11,-0.0619999999999999,49.33276162253796,45.16136444399839,42.44412657153461,40.51042096261998,37.59354964422688,1.2487590242197086,1.955646698294416,-2.1400943454064745,15.3065320824794,7.1956084302681305,False,False,True,False,weakness_up
Joey Wendle__2021_2022,Joey Wendle,Joey Wendle,2021,2022,4648.546655533572,4394.645210632198,-253.9014449013739,3.1,105,0.741,-2.0,-23,-0.0829999999999999,38.63456356838306,51.95015056714273,36.129928044612846,53.37808579773106,43.069832720876136,-3.562378658208992,7.032298813638889,-3.546715817585955,-5.254615586113388,1.2006110954410047,False,False,True,False,weakness_up
J.P. Crawford__2021_2022,J.P. Crawford,J.P. Crawford,2021,2022,4639.989249407713,5030.737931212955,390.7486818052421,3.1,103,0.715,-0.8999999999999999,2,-0.0399999999999999,33.57053273349236,61.86958525160736,47.533508396722375,48.46181679544185,29.69698277222035,-1.1826293764186318,-0.2444684944179229,9.792178372434002,-9.957720316074573,10.4115986706075,False,False,True,True,decliner
Jacob Stallings__2021_2022,Jacob Stallings,Jacob Stallings,2021,2022,5335.804590398017,3847.5839989011465,-1488.2205914968708,3.1,92,0.704,-3.3000000000000003,-26,-0.12,35.77069467343098,52.96094321272597,50.76798763142452,64.1071263873635,33.87172297852467,-2.493441675161378,-2.52358342175377,-6.187419206294038,-20.623261598647936,-4.876573327929673,False,False,False,False,baseline
Myles Straw__2021_2022,Myles Straw,Myles Straw,2021,2022,6039.729193595349,6158.512653060454,118.7834594651049,3.1,98,0.696,-1.6,-33,-0.132,30.68263293956784,62.23152275085008,53.03060040616133,50.17892531282755,59.73757821651789,-3.727072556573077,-2.690854181333698,0.4306060405401268,6.866439885544949,1.132045326896872,True,False,False,True,decliner
Giancarlo Stanton__2021_2022,Giancarlo Stanton,Giancarlo Stanton,2021,2022,4645.437656554729,4730.0072699523935,84.5696133976644,3.0,138,0.87,-1.9,-25,-0.1109999999999999,62.86550436252742,48.883925829666175,45.479976601373735,37.82416237894145,27.335575094611297,2.154870000457976,-8.01237964574296,2.27644827796852,3.0052000240305574,4.668485527364023,False,True,True,True,decliner
Tony Kemp__2021_2022,Tony Kemp,Tony Kemp,2021,2022,5655.370299247597,4744.16886485591,-911.2014343916871,3.0,128,0.8,-1.6,-38,-0.159,30.17352341590706,62.27651662980851,58.66164793024767,45.519700723783,48.75219447999915,-3.370657415114117,-3.164491708474472,-13.369421553426626,-0.4881258250971854,2.412142095019476,False,False,False,False,baseline
